contract_id,name,surname,dob,postcode,rent,contract_start,contract_end
1513475841,Doron,Dawson,1951-04-22,90017.0,2850,2017-12-17,
1415320166,Belle,Quinney,1952-04-17,92029.0,2010,2014-11-07,
1386468375,Al-Fayhim,Williams,1965-11-05,92707.0,2140,2013-12-08,
1460677616,Ahamadou,Shaikh,1976-11-16,92694.0,1780,2016-04-15,
1356221449,Aushlyana,Graves,1979-03-14,92128.0,2110,2012-12-23,
1507595182,Baraah,Devries,1969-06-11,92656.0,2260,2017-10-10,
1455412686,Chau,Olivier,1980-04-04,90016.0,2270,2016-02-14,2016-11-13
1425092417,Lianie,Salvail,1958-01-15,91790.0,2210,2015-02-28,
1494463373,Jona,Johnson,1965-09-26,93308.0,1430,2017-05-11,
1430445693,Agnes-Maria,King,1963-06-26,90068.0,1780,2015-05-01,
1441152237,Geovani,Browning,1983-12-10,94607.0,3090,2015-09-02,
1355277516,Tiameus,Ali,1959-04-14,91367.0,2470,2012-12-12,
1505182282,Afran,Indart,1957-12-15,93720.0,1220,2017-09-12,
1392685346,Gleydi,Gonzalez,1973-03-12,92026.0,1690,2014-02-18,
1424310188,Suzannah,Jewett,1990-02-24,90404.0,2420,2015-02-19,2017-08-18
1488503310,Zaqry-James,Smith,1988-04-02,92075.0,3620,2017-03-03,
1328584294,Joemari,Gale,1957-06-06,92111.0,2070,2012-02-07,
1431391104,Dhyan,Harris,1989-01-05,94085.0,3750,2015-05-12,
1514508623,Abdirizak,Macias,1984-12-26,95608.0,1670,2017-12-29,
1341280842,Arrie,Akins,1990-04-01,92677.0,3130,2012-07-03,2017-04-02
1350257864,Tehilah,Long,1968-12-02,95816.0,1350,2012-10-15,
1355531535,Spirit,Williams,1993-12-03,94536.0,2540,2012-12-15,
1398037761,Zeina,Zimmerman,1974-03-13,92614.0,2140,2014-04-21,2015-08-20
1467769741,Nazif,Christen,1979-07-26,90004.0,2420,2016-07-06,
1339380529,Oanni,Kidder,1988-12-12,92553.0,1650,2012-06-11,
1430091804,Diala,Cardona,1988-02-08,94086.0,3260,2015-04-27,
1510455860,Annalena,Grijalva,1978-12-12,94612.0,2940,2017-11-12,
1379292952,Ansh,Alcantar,1984-09-13,91765.0,1990,2013-09-16,2016-03-15
1451347450,Carsten Vash,Hughes,1955-10-08,94588.0,2880,2015-12-29,
1511744609,Leibel,Courtright,1978-01-02,90016.0,2520,2017-11-27,
1339629580,Taigh,Byrd,1990-07-22,92057.0,1950,2012-06-14,2015-07-13
1347756210,Shriyansh,Bryant,1966-03-31,92019.0,1730,2012-09-16,
1464053993,Kenlee,Schaar,1981-07-02,91203.0,2800,2016-05-24,
1398384654,Nazifa,Calagna,1960-07-22,91911.0,1720,2014-04-25,
1390271735,Ja'Miah,Anthony,1964-09-11,94587.0,2300,2014-01-21,
1472082289,Kynlee,Estes,1977-05-21,92124.0,3780,2016-08-25,
1336524551,Mckenna,Page,1978-01-03,91325.0,1760,2012-05-09,
1465169398,Jessica-Satie,Owen,1980-12-05,92879.0,1570,2016-06-06,
1434763187,Fanny,Holland,1971-03-16,94591.0,1880,2015-06-20,
1475363405,Osehi-Kera,Arellano,1986-06-02,92606.0,2860,2016-10-02,
1503622699,Te'Irra,Morgan,1972-05-31,94087.0,4070,2017-08-25,
1466984962,Chanel-Amor,Frensley,1989-08-13,94560.0,2730,2016-06-27,
1387336271,Bjarke,Ruiz,1968-08-07,94588.0,2200,2013-12-18,2016-03-17
1497573905,Norielise,Fox,1991-08-31,92120.0,1800,2017-06-16,
1446686797,Letti,Palmgren,1983-10-12,90266.0,4110,2015-11-05,
1491177937,Yossarian,Jackson,1989-12-15,92882.0,1880,2017-04-03,
1446601178,Dunyol'A,Young,1963-04-11,92264.0,2000,2015-11-04,
1342486544,Dhanvi,Rodriguez,1958-01-22,92277.0,1680,2012-07-17,2015-05-16
1477875575,Martir,Farrell,1974-09-11,90026.0,2340,2016-10-31,2017-10-30
1364346960,Roselli,Desousa,1986-02-22,92122.0,2990,2013-03-27,
1446770560,Imtinaan,Hawkins,1963-04-03,92024.0,3440,2015-11-06,2017-02-05
1351213211,Zen,Haden,1964-10-25,95834.0,1720,2012-10-26,
1416355952,Manvik,Haynes,1983-01-29,94544.0,2810,2014-11-19,2016-01-18
1504746873,Reef,Kasperski,1993-02-26,90008.0,1620,2017-09-07,
1343777061,Levin,Rodriguez,1954-12-14,92882.0,1550,2012-08-01,
1435453405,Amy-Lynn,Olson,1950-10-06,92603.0,2050,2015-06-28,
1342915732,Navii,Nelson,1985-11-27,92832.0,1700,2012-07-22,2015-05-21
1493253396,Andilene,Byrd,1986-06-06,93308.0,1710,2017-04-27,
1371950979,Mae'Lani,Bonilla,1960-08-01,94107.0,3400,2013-06-23,2015-06-22
1503191357,Kheran,Butcher,1959-10-18,95131.0,2650,2017-08-20,
1334617891,Bahaar,Patton,1992-01-26,92806.0,2210,2012-04-17,
1416884436,Anely,Mather,1983-05-30,90405.0,3520,2014-11-25,
1343350536,Denion,Stubbs,1951-05-03,94587.0,2700,2012-07-27,
1372294442,Godessa-Sharon,Juarez,1963-10-14,90403.0,3170,2013-06-27,
1344215279,Helston,Blanco,1973-03-10,90291.0,3280,2012-08-06,
1488760839,Oluwatumise,Rougier,1974-01-25,92117.0,1750,2017-03-06,2017-12-06
1359331403,Layla-Sky,Ramosramos,1980-03-13,94025.0,3520,2013-01-28,2016-12-27
1362359433,Mariannie,Larue,1962-02-18,93277.0,1420,2013-03-04,
1387594940,Sury,Islam,1981-06-10,92109.0,3040,2013-12-21,
1475718132,Kyokie Li,Aguilar,1958-06-10,92530.0,1680,2016-10-06,
1463188575,Tabrid,Alagoz,1979-08-15,92131.0,2090,2016-05-14,
1470528897,Rebbeca,Alderete,1983-01-05,92870.0,2130,2016-08-07,
1428283134,Camella,Newsome,1955-08-21,90046.0,3490,2015-04-06,
1360374595,Oscelys,Leon,1956-09-07,94523.0,2620,2013-02-09,
1350256797,Ashly Adriana,Dolores,1964-10-27,90068.0,1770,2012-10-15,2015-08-14
1388710059,Joendy,Anderson,1970-11-26,90006.0,1820,2014-01-03,
1488852662,Wednesday,Bartley,1952-05-28,95112.0,2100,2017-03-07,
1381540857,Loralai,Lewis,1959-01-05,90404.0,2900,2013-10-12,
1444864535,Leighna,Cardona,1955-06-03,91355.0,2560,2015-10-15,2017-03-14
1468627808,Raeed,Altadonna,1969-02-14,91206.0,1910,2016-07-16,
1501199376,Ishaka,Daigrepont,1950-03-23,94117.0,4500,2017-07-28,
1446865479,Yu Feng,Rocha,1993-01-16,92264.0,1710,2015-11-07,
1443746746,Ty'Zier,Bradbury,1952-02-27,94523.0,2020,2015-10-02,
1514164652,Gemayra,Harvey,1959-06-05,92104.0,1600,2017-12-25,
1435275828,Ellisa,Curley,1987-06-10,95124.0,2740,2015-06-26,
1513735481,Mcguire,Wakin,1984-07-31,96001.0,1510,2017-12-20,
1447373630,Matvii,Cox,1980-11-04,90731.0,2170,2015-11-13,
1389575289,Vannessa,Pittman,1990-03-18,91403.0,2420,2014-01-13,
1443572588,Jarelin,Davidson,1952-12-31,90275.0,3050,2015-09-30,
1428975939,Tuseef,Solis,1974-05-28,92021.0,1360,2015-04-14,
1405729619,Skylar-Marie,Calloway,1981-08-25,90503.0,2320,2014-07-19,2016-05-18
1434668930,Michael-John,Shipman,1956-01-15,90045.0,2770,2015-06-19,
1368573588,Noele,Stephens,1990-01-17,94118.0,3130,2013-05-15,
1448152570,Diaja,Esquivel,1980-05-03,91709.0,1240,2015-11-22,
1501293197,Dallton,Johnson,1966-09-10,94080.0,3420,2017-07-29,
1352768377,Reagan,Veasey,1970-06-01,94568.0,3540,2012-11-13,
1434670155,Zahari,Moore,1989-05-16,92656.0,2200,2015-06-19,
1440554008,Rex,Elizarraraz,1989-02-09,95687.0,1930,2015-08-26,
1492047360,Shya,Noth,1958-03-11,91206.0,2050,2017-04-13,
1411608207,Alesso,Gilliland,1991-09-25,94587.0,2700,2014-09-25,
1376435129,Brinsley,Thrower,1981-05-25,91316.0,1810,2013-08-14,
1365982627,Aesir,Marin,1968-07-20,93722.0,1420,2013-04-15,
1490234113,Tegan,Hanna,1950-09-06,90066.0,4000,2017-03-23,
1339030299,Iyinoluwa,Genis,1971-11-20,92071.0,2160,2012-06-07,
1399165674,Nikil,Murphy,1956-05-12,92507.0,1330,2014-05-04,2016-03-03
1465341754,Moustapha,Segura,1954-12-28,90094.0,3760,2016-06-08,
1381707221,Federico,Isaacs,1977-10-23,93003.0,1730,2013-10-14,
1405730583,Mohammad Ali,Cron,1950-02-12,91765.0,2380,2014-07-19,
1362106904,Gui-Saranah,Stjean,1960-06-01,92562.0,1970,2013-03-01,2016-02-29
1446945085,Safa,John,1970-09-28,94501.0,1950,2015-11-08,
1440208471,Lamarco,Walker,1973-01-26,92656.0,2400,2015-08-22,
1468368558,Tyjhane,Serviss,1968-05-22,94608.0,2940,2016-07-13,
1422240714,Ludwig,Prather,1967-07-14,94301.0,3690,2015-01-26,
1462317831,Shadman,Penate,1993-11-15,90028.0,3230,2016-05-04,2016-09-03
1402015329,Emie,Hernandez,1982-09-03,94510.0,2080,2014-06-06,2015-04-05
1453341043,Burnell,Hammad,1969-06-21,92620.0,2630,2016-01-21,2016-07-20
1489109553,Maicelyn,Kelly,1981-08-14,91790.0,2620,2017-03-10,
1510109613,Jay Louis,King,1953-01-06,90631.0,1590,2017-11-08,
1458693547,Dameliah Kaycia,Lucarelli,1965-12-01,91789.0,3040,2016-03-23,
1360809796,Narayan,Cryan,1989-04-24,92102.0,1750,2013-02-14,
1344131198,Cologono,Grewal,1953-04-09,91030.0,2360,2012-08-05,
1488503346,Kaiyli,Schmitt,1952-03-26,92562.0,1930,2017-03-03,
1400977802,Youser,Arellano,1964-04-15,92078.0,2510,2014-05-25,
1347759677,My'Ari,Debar,1950-04-17,92708.0,1850,2012-09-16,
1494893849,Lavoe,Brewer,1988-06-25,94551.0,2710,2017-05-16,
1372470614,Indy,Dahl,1978-06-21,92336.0,2170,2013-06-29,
1452563653,Fasahab,Littles,1951-02-04,92604.0,2530,2016-01-12,
1423010737,E'Lanyi,Stapleton,1960-09-10,93536.0,1910,2015-02-04,
1492825156,Asaad,Kirby,1979-06-24,94611.0,2730,2017-04-22,
1388708129,Makeena,Myers,1981-09-18,94608.0,3610,2014-01-03,2017-04-02
1427077508,Na'Khai,Hennington,1975-04-05,92123.0,2930,2015-03-23,
1444873530,Freddy,Sutherland,1977-08-05,94080.0,2940,2015-10-15,
1442534356,Graisen,Holmberg,1986-09-18,91387.0,2290,2015-09-18,
1487291269,Jennaisia,Rogers,1984-10-01,92606.0,2290,2017-02-17,
1417742218,Geleah,Hullette,1960-01-03,90094.0,4150,2014-12-05,
1354063084,Akit,Lee,1954-07-20,92102.0,1690,2012-11-28,
1481593601,Oluwafaratimi,Treon,1975-10-13,92075.0,2910,2016-12-13,
1463273987,Kenay,Kravitz,1985-03-25,92808.0,2270,2016-05-15,
1397518271,Wuerlsky,Piper,1993-09-23,92102.0,1560,2014-04-15,
1344991079,Marc-Eden Prevonly,Anderson,1972-02-19,91764.0,1590,2012-08-15,
1356143920,Kajetan,Hutter,1950-02-06,91107.0,2350,2012-12-22,
1478487437,Seher,Bluestein,1963-02-15,90250.0,1160,2016-11-07,
1482200452,Tabreesha,Dawson,1987-09-04,94518.0,2200,2016-12-20,
1447637885,Keysaan,Colby,1962-03-19,94107.0,3720,2015-11-16,
1346029519,Maella,Bailey,1973-10-30,92660.0,3280,2012-08-27,
1374966690,Tyller,Ashley,1962-02-01,94533.0,1550,2013-07-28,
1457656532,Kentavious,Brabandt,1962-02-17,92102.0,980,2016-03-11,
1423180863,Arshdeep,Uribe,1984-04-02,92014.0,3010,2015-02-06,
1383961420,Natli,Roark,1955-11-24,92870.0,2190,2013-11-09,2015-06-08
1493258600,Aliyeen,Tolentino,1987-05-22,94043.0,3490,2017-04-27,
1397088319,Dev,Shaikh,1966-10-27,92336.0,2140,2014-04-10,
1349653038,Ajaiden,Corado,1959-08-28,94109.0,3430,2012-10-08,
1450405791,Su,Collier,1956-11-26,94102.0,3460,2015-12-18,
1482884589,Na'Im,Gordon,1971-07-17,92037.0,3640,2016-12-28,
1409355796,Siayra,Watson,1950-01-01,94583.0,2380,2014-08-30,
1398215949,Wil'Akai,Campbell,1966-06-20,94133.0,3280,2014-04-23,
1509240737,Kanon,Lee,1950-03-16,92336.0,2170,2017-10-29,
1465953354,Ghazal,Cox,1982-11-04,92101.0,1980,2016-06-15,
1434850634,Anna-Loucia,Hensel,1993-10-30,92122.0,2360,2015-06-21,
1379983862,Justis,Rangel,1956-12-07,94115.0,3510,2013-09-24,
1345255267,Rhamir,Owens,1971-09-07,91106.0,1870,2012-08-18,
1482624786,Veralit,Vass,1990-01-09,92116.0,1480,2016-12-25,
1407111823,Malania,Rockwell,1974-10-07,91789.0,2290,2014-08-04,
1431568825,Shahzod,Mccumbee,1964-01-22,92019.0,1380,2015-05-14,
1449366440,Hestia,Galloway,1989-03-07,91387.0,1540,2015-12-06,
1499305809,Me'Lani,Lemke,1990-12-14,95125.0,4250,2017-07-06,
1379290142,Jay'Iona,Larson,1982-02-14,95050.0,2330,2013-09-16,2016-05-15
1371600175,Jolin,Reynolds,1958-04-21,92614.0,2440,2013-06-19,
1502150769,Khaneil,Pena,1957-08-30,94611.0,3410,2017-08-08,
1441326302,Ya'Zelia,Mindrup,1982-03-09,90250.0,1130,2015-09-04,
1495500951,Abusufyon,Snell,1993-12-03,93003.0,1770,2017-05-23,
1484705620,Davi'Yon,Davis,1970-04-20,90012.0,2330,2017-01-18,
1335745566,Cahira,Wempen,1963-07-19,92026.0,2030,2012-04-30,
1358561840,Ajrah,Tyler,1950-07-04,90302.0,1860,2013-01-19,
1327889586,Kheira,Michau,1952-11-27,95131.0,2990,2012-01-30,
1472774764,Kinan,Agostini,1963-08-26,92801.0,960,2016-09-02,
1353726720,Dolah,Lurry,1986-10-05,94591.0,1880,2012-11-24,2016-05-23
1390523368,Natascha,Jama,1957-07-19,91320.0,3240,2014-01-24,2016-08-23
1455848290,Ryder,Papp,1969-09-27,90048.0,3540,2016-02-19,
1472954067,Nasiah,Nabours,1978-09-07,95758.0,1440,2016-09-04,
1363833623,Daliah,Schwartz,1980-02-22,92109.0,2650,2013-03-21,
1450837075,Subhana,Courts,1984-01-22,94578.0,2550,2015-12-23,
1383358745,Muhammed Omran,York,1957-05-15,95219.0,1620,2013-11-02,2016-07-01
1333581797,Garth,Henry,1963-07-27,90039.0,2290,2012-04-05,
1403139786,Jheyko,Paul,1990-01-20,94301.0,3340,2014-06-19,
1497573943,Carlenys,Fleenor,1967-03-21,94118.0,2850,2017-06-16,
1481509996,Naimad,Yang,1956-03-27,92120.0,1650,2016-12-12,
1436056343,Aizaa,Sowers,1964-11-29,90026.0,1740,2015-07-05,
1364610159,Randren,Green,1965-04-15,92127.0,2410,2013-03-30,2015-03-29
1375401393,Gerrit,Cuenca,1971-12-13,90804.0,1620,2013-08-02,2017-01-01
1382484713,Ivelis,Talley,1975-06-09,92694.0,3330,2013-10-23,
1405994037,Xinghao,Kennedy,1985-09-11,92691.0,2120,2014-07-22,
1327631959,Rimane,Lara,1992-11-14,92154.0,1860,2012-01-27,
1458788581,Fidelia,Stevens,1976-11-08,94107.0,3150,2016-03-24,
1362020599,Jedwin,Hiracheta,1964-05-21,90291.0,3520,2013-02-28,
1363746877,Avyn,Lund,1977-04-30,90026.0,2080,2013-03-20,
1447203192,Khenan-Pierrick,Walker,1991-12-24,94086.0,3240,2015-11-11,
1507593584,Egla,Sanchez,1983-11-05,92614.0,1300,2017-10-10,
1485216154,Kathaleya,Estes,1980-12-30,92614.0,2740,2017-01-24,
1452471763,Shaleah,Taylor,1988-07-06,93906.0,1820,2016-01-11,
1444523071,Syh Veen,Colon,1981-04-30,92677.0,4040,2015-10-11,
1349392635,Maura,Bowen,1954-11-21,91362.0,3730,2012-10-05,
1480639121,Kwinci,Ethier,1971-11-01,90814.0,1500,2016-12-02,
1443920589,Markim,Devereaux,1966-03-10,94306.0,2790,2015-10-04,
1370224138,Miguel,Gabriel,1973-09-13,92563.0,1540,2013-06-03,2016-05-02
1357085885,Yashfeen,Mattila,1992-12-09,94611.0,2120,2013-01-02,
1490315803,Naeem,Gojcaj,1962-04-10,94590.0,1820,2017-03-24,
1443487937,Celena,Garcia,1978-08-26,90250.0,1560,2015-09-29,
1471050563,Md Wasif,Price,1960-02-07,91316.0,1130,2016-08-13,
1409010943,Tehanikonhrakhas,Baloun,1969-11-25,92832.0,2230,2014-08-26,
1367708578,Clifton,Torres,1962-05-01,94513.0,2580,2013-05-05,
1411340887,Lake,He,1955-04-26,92646.0,3100,2014-09-22,2017-02-21
1333762167,Kharter,Yahola,1993-06-10,92557.0,1610,2012-04-07,2017-12-06
1505527699,Loralai,Lewis,1970-07-27,92651.0,3290,2017-09-16,
1393724967,Aila Kay,Huddleston,1987-07-02,92071.0,2270,2014-03-02,
1434152275,Sakher,Garza,1984-09-22,94533.0,1710,2015-06-13,
1445298592,Daleisha,Kurani,1951-08-06,91361.0,2410,2015-10-20,
1326162319,Brooklyyn,Fisher,1973-02-25,90292.0,3520,2012-01-10,2016-09-09
1512089069,Onyxx,Reck,1983-12-26,90064.0,3670,2017-12-01,
1470274777,Irmel,Hindman,1970-09-09,94566.0,2960,2016-08-04,
1455847471,Aliza Yah,Ramirez,1980-01-25,90813.0,1390,2016-02-19,
1477966536,Katelyn,Frey,1972-01-09,92563.0,1420,2016-11-01,
1344905875,Meladee,Durall,1990-07-07,93230.0,1460,2012-08-14,
1479953022,Sa'Maiya,Recinos,1973-09-28,94404.0,3910,2016-11-24,2017-04-23
1338253388,Hileem,Snider,1953-10-26,94513.0,2070,2012-05-29,
1466985510,Olubusayo,Zavala,1965-04-21,91361.0,2270,2016-06-27,
1332548009,Lavara,Grinnan,1990-07-21,94102.0,3520,2012-03-24,
1382310006,Jayesh,Wheeler,1980-07-29,95131.0,3080,2013-10-21,
1467331245,Kai'On,Duggins,1976-08-01,90631.0,3180,2016-07-01,
1479860550,Itzayana,Gordon,1971-10-08,91423.0,1940,2016-11-23,
1419901341,Jae'Lah,Matthews,1988-10-09,92019.0,2270,2014-12-30,
1512004660,Jane Onyinyechi,Tenney,1955-07-10,91601.0,1390,2017-11-30,
1489453534,Ausar,Wendelin,1985-11-16,94597.0,2460,2017-03-14,
1398900054,Yaksh,Zimmerman,1953-10-23,95014.0,3140,2014-05-01,
1451693986,Cle'Hanah,Gaffney,1992-06-22,94301.0,3510,2016-01-02,
1473723620,Muslima,Howard,1965-02-03,92029.0,2710,2016-09-13,
1330913931,Masana,Penagos,1975-07-22,92071.0,1780,2012-03-05,
1506560005,Endymion,Imig,1975-11-20,92026.0,1610,2017-09-28,
1480988930,Abdias,Boynton,1990-06-10,92591.0,1850,2016-12-06,
1346282587,Samarie,Smith,1971-11-29,94301.0,3460,2012-08-30,
1479518245,Vilasini,Wilson,1964-12-06,92677.0,2950,2016-11-19,
1491002256,Lydia-Rose,Cunningham,1979-08-09,92557.0,1480,2017-04-01,
1411081651,Vitaliy,Newman,1959-05-19,94591.0,2290,2014-09-19,
1409709926,Jatiahn,Caselli,1981-02-08,92014.0,3250,2014-09-03,2015-06-02
1328832666,Phanina,Fitzgerald,1952-03-17,94598.0,2860,2012-02-10,
1503539416,Pablyan,Trujillo,1952-12-12,92336.0,2750,2017-08-24,
1485828827,Asoni,Hassell,1974-05-12,90302.0,1540,2017-01-31,
1428628757,Radwan,Duck,1950-06-03,95062.0,2950,2015-04-10,2016-05-09
1507246058,Zaviar,Davis,1981-10-18,92234.0,1470,2017-10-06,
1326847098,Iouri,Simms,1972-10-21,94117.0,3500,2012-01-18,2015-11-17
1512346112,Elise-Marie,Koziol,1953-12-29,90814.0,2680,2017-12-04,
1447294606,Jumel,Crowder,1979-08-01,93555.0,1040,2015-11-12,2016-03-11
1341190488,Eurielle,Vestal,1980-07-04,91206.0,1740,2012-07-02,
1464223520,Oceyen,Dukes,1958-02-18,90046.0,3370,2016-05-26,
1466205779,Nerick,Taylor,1968-02-25,94544.0,2070,2016-06-18,
1341789261,Eva-Divine,Smith,1974-09-08,94123.0,3650,2012-07-09,
1510360488,Fenno,Jimenez,1971-04-29,95747.0,2160,2017-11-11,
1478134661,Javis,Hicks,1972-07-23,90815.0,2000,2016-11-03,
1454286415,Stephano,Yadon,1982-06-07,90008.0,1510,2016-02-01,
1459212695,Abeer,Lenoble,1957-06-05,90250.0,1200,2016-03-29,
1453170620,Braydee,Nodarse,1964-12-02,92373.0,1600,2016-01-19,
1457568212,Abriana,Smith,1951-09-23,90802.0,2270,2016-03-10,
1465173362,Evyenia,Christensen,1952-12-03,90813.0,1280,2016-06-06,
1483402994,Izlyett,Mata,1950-08-02,92056.0,2100,2017-01-03,
1489022134,Kainda,Petree,1965-05-27,92557.0,1720,2017-03-09,
1483060185,Jude,Anello,1965-02-26,93551.0,2240,2016-12-30,
1507074373,Adyan,Farrar,1991-07-24,91106.0,2020,2017-10-04,
1382319035,Venezia,Fitzpatrick,1988-10-16,92612.0,2980,2013-10-21,2017-02-20
1430610146,Adonte,Vazquez,1987-03-08,90211.0,1770,2015-05-03,
1343872258,Izaid,Zimmerman,1966-04-27,94804.0,2400,2012-08-02,
1346284511,Zaliyah Zolivya,Belanger,1985-11-16,93306.0,1560,2012-08-30,2017-09-29
1480818147,Kallen,Mcgee,1970-03-14,95008.0,2990,2016-12-04,
1492130947,Kaicyn,Painter,1976-08-22,91406.0,2100,2017-04-14,
1444529230,Rizviul,Sanborn,1958-11-18,95128.0,2530,2015-10-11,2016-04-10
1383188129,Wellesley,Miller,1955-02-28,94063.0,3900,2013-10-31,
1492214139,Arriella,Brewton,1953-06-27,92026.0,1710,2017-04-15,
1502929759,Alanh,Cosner,1962-08-02,91911.0,1820,2017-08-17,
1445214797,Heliana,Reyes,1953-10-06,90814.0,1470,2015-10-19,
1350180371,Kaelan,White,1973-03-07,91403.0,1880,2012-10-14,
1376358328,Jahshou,Callahan,1954-09-08,95630.0,1560,2013-08-13,2016-12-12
1461721274,Cj'Ordan,Ramos,1959-03-31,93012.0,2140,2016-04-27,
1417748682,Joshuan,Farinelli,1991-05-15,92127.0,2600,2014-12-05,
1337643922,Yanisha,Tevis,1971-08-14,92707.0,2150,2012-05-22,
1418608664,Malkie,Moore,1964-08-13,94565.0,2070,2014-12-15,
1429838264,Caed,Gabriel,1958-01-21,91325.0,2460,2015-04-24,
1386900855,Sadrac,Hess,1975-05-17,92117.0,1980,2013-12-13,
1370654876,Khy'On,Alvarado,1954-07-11,90046.0,3830,2013-06-08,2017-11-07
1507159202,Ajmayeen,Williams,1961-01-20,90042.0,2220,2017-10-05,
1430609702,Sayani,Fleming,1981-09-12,95124.0,3840,2015-05-03,
1498345621,Aadit,Griffin,1987-10-08,90017.0,4340,2017-06-25,
1441071220,Shaya,Hayes,1957-11-04,92021.0,1820,2015-09-01,
1454637282,Elitza,Iyer,1981-06-17,93551.0,3730,2016-02-05,
1456110125,Ja'Quaveis,Owusu,1974-03-15,90631.0,1910,2016-02-22,2016-09-21
1363572384,Ummal,Hardin,1961-11-12,91361.0,2260,2013-03-18,
1448243290,Kaevon,Negron,1982-09-23,94080.0,3800,2015-11-23,
1449883432,Linsay,Anderson,1957-06-02,92868.0,1670,2015-12-12,
1495849380,Raiza,Stover,1954-01-13,90012.0,2370,2017-05-27,
1398735948,Olushola,Robinson,1983-08-05,90064.0,3230,2014-04-29,
1382055327,Azailia,Mccall,1977-12-28,91710.0,2460,2013-10-18,
1503019822,Moreen,Deleon,1989-09-30,92123.0,2160,2017-08-18,
1385518040,Hope-Lynn,Steelman,1986-12-28,95117.0,1800,2013-11-27,
1456365085,Jenkin,Hendrix,1972-03-06,92270.0,2680,2016-02-25,
1405724938,Ta-Seen,Agustin,1962-05-10,92780.0,1750,2014-07-19,2015-06-18
1375659831,Amar'E-Nazaire,Simmons,1961-09-04,90019.0,1610,2013-08-05,
1334451839,Luisin,Koch,1993-06-26,92126.0,1750,2012-04-15,
1486950576,Amaryss,Aitken,1991-04-20,93726.0,1120,2017-02-13,
1493165865,Z'Anavion,Navarro,1980-06-24,91355.0,2240,2017-04-26,
1371078481,Jaeyson,Johnson,1961-03-20,94063.0,3700,2013-06-13,
1434848564,Aadil,Streich,1970-01-21,91016.0,2360,2015-06-21,
1414805614,Aohdan,Mitchell,1961-07-13,92833.0,1800,2014-11-01,
1495064794,Walker,Resse,1979-04-27,92075.0,3500,2017-05-18,
1376523125,Arlee,Nicks,1974-03-14,92123.0,2290,2013-08-15,
1414631836,Geury,Choto,1970-10-31,92037.0,3690,2014-10-30,
1381276078,Ronan,Fryar,1952-10-15,95035.0,2930,2013-10-09,2015-03-08
1397610634,Ezber,Marquiss,1985-01-05,94518.0,1810,2014-04-16,
1475283255,Anton Jr.,Myers,1957-10-24,93312.0,1480,2016-10-01,
